path,extension,size_bytes,modified_utc,sha256,zero_byte,suspected_partial_download,date_from_filename,readable,error
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260723_R19240_002_subsetted.nc4,.nc4,666090,2026-08-25T09:24:07.018387+00:00,3d0f44d2cd5d00dcd76f53a84d87d30bb037480ed6db19ec05316d571110eca5,False,False,2026-07-23,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260724_R19240_001_subsetted.nc4,.nc4,669947,2026-08-25T09:24:08.985093+00:00,3df68360317775233298955d6c02bac5a2b36cb66830289709f41cc36ce27ffd,False,False,2026-07-24,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260724_R19240_004_subsetted.nc4,.nc4,669947,2026-08-25T09:24:10.760822+00:00,7e14356766e7ac1d979200512f3d2eeb89f93fb49ef2f0cb77ae1d3ee89acba8,False,False,2026-07-24,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260725_R19240_001_subsetted.nc4,.nc4,1558730,2026-08-25T09:24:13.302928+00:00,c1905f692796ffd61bfbb2e4ee40378a41186b10a2aff3cbec616864938fd9b8,False,False,2026-07-25,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260726_R19240_001_subsetted.nc4,.nc4,364050,2026-08-25T09:24:14.107216+00:00,1cdf72464f2109ff05c4a2ab52c38841cfd9164a8fe1f023e529bf0558e401c7,False,False,2026-07-26,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260727_R19240_001_subsetted.nc4,.nc4,1059116,2026-08-25T09:24:19.613898+00:00,e1e10007f1e626cfe9b7861a9e93495bbe9cb6ec4de8d8b2c6d0d4a08a9189a1,False,False,2026-07-27,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260728_R19240_001_subsetted.nc4,.nc4,1179290,2026-08-25T09:24:20.951940+00:00,a55951ff75160674565ec537e9a11f3909602588e4b75bbb86c8988e1325a4a8,False,False,2026-07-28,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260729_R19240_001_subsetted.nc4,.nc4,388497,2026-08-25T09:24:22.460283+00:00,d936cc28ba9ef1acab29471193740a89576529c4ec19a2d45def778f24895697,False,False,2026-07-29,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260730_R19240_001_subsetted.nc4,.nc4,1550135,2026-08-25T09:24:28.018034+00:00,400184eceff1a83962dcccbcaf67013fcd3c1acbaedca9440e4e0ad6a4b1ab26,False,False,2026-07-30,True,
SPL3SMP_E_006-20260825_092003/SMAP_L3_SM_P_E_20260731_R19240_001_subsetted.nc4,.nc4,680699,2026-08-25T09:24:29.213992+00:00,4a443c7f1b9799a180881053dd72342552b0e25efd57fbbc43a5db2bd9f3e0e1,False,False,2026-07-31,True,
